"","lat","lng"
"805",48.8817917,10.1009319
"806",-4.2633597,15.2428853
"807",28.4831682,-82.5369872
"808",43.7695604,11.2558136
"809",37.3860517,-122.0838511
"810",33.854721,35.862285
"811",25.2048493,55.2707828
"812",41.6868422,12.7785347
"813",22.396428,114.109497
"814",28.394857,84.124008
"815",22.1564699,-100.9855409
"816",30.8406338,-115.2837585
"817",46.5180824,-123.8264512
"818",37.4418834,-122.1430195
"819",39.8932884,-75.3630796
"820",41.0339862,-73.7629097
"821",37.2731601,-97.1690126
"822",-1.6635508,-78.654646
"823",41.0748188,-73.7751326
"824",38.979434,-76.4919706
"825",34.8526176,-82.3940104
"826",-4.3758269,-79.9360593
"827",39.0025272,-77.1043789
"828",41.9584457,-70.6672621
"829",47.5514926,-101.0020119
"830",40.7483605,-73.9907657
"831",41.8540094,-72.827915
"832",41.1845415,-73.1331651
"833",39.8267807,-75.0154461
"834",36.3361402,-102.0721191
"835",34.7967497,-96.9594636
"836",44.6544572,-71.5580393
"837",36.1893956,-119.8231877
"838",45.3490658,-76.0413221
"839",53.9599651,-1.0872979
"840",44.494887,11.3426162
"841",19.3715306,-99.1800849
"842",50.3569429,7.5889959
"843",48.1103758,11.7321151
"844",47.516231,14.550072
"845",40.1208752,9.0128926
"846",40.554887,-74.4642861
"847",33.6845673,-117.8265049
"848",38.1684405,-81.1948297
"849",40.6042705,-73.6554078
"850",38.0405837,-84.5037164
"851",41.8089191,-88.0111746
"852",42.4733688,-83.2218731
"853",41.6303103,-87.8539425
"854",39.333278,-82.114635
"855",42.9790067,-78.792272
"856",41.2588915,-77.3293619
"857",-23.074266,-44.9608088
"858",33.9549862,-117.3904067
"859",37.3604541,-85.5202801
"860",40.7830603,-73.9712488
"861",39.5296329,-119.8138027
"862",41.931696,-87.9889556
"863",29.7052284,-95.1238204
"864",36.216795,-81.6745517
"865",40.3768954,-111.7957645
"866",41.3686645,-81.6379033
"867",32.5184775,-92.1476353
"868",43.9653889,-70.8226541
"869",39.6001132,-75.9413327
"870",31.7662994,-106.5007085
"871",41.1586829,-74.2555305
"872",41.0129645,-80.7576852
"873",40.789142,-73.134961
"874",39.1836082,-96.5716694
"875",63.8729345,-149.0154909
"876",38.083403,-122.7633036
"877",43.3616211,-80.3144276
"878",42.3016305,-71.067605
"879",44.4669941,-73.1709604
"880",34.3916641,-118.542586
"881",39.132015,-76.805345
"882",45.338599,-122.7650456
"883",40.6315843,-74.3656203
"884",40.2138865,-88.2461183
"885",34.0483474,-117.2611527
"886",43.4312396,-103.477238
"887",34.0378916,-94.3413168
"888",51.059771,-1.310142
"889",42.8858503,-87.8631362
"890",49.0068901,8.4036527
"891",39.8761387,-105.0974051
"892",39.1626084,-76.6246886
"893",33.9928728,-118.1628414
"894",37.74067,-122.397784
"895",37.5097158,-82.1150759
"896",41.3192154,-88.1736258
"897",41.3112557,-88.1550594
